product_id,product_name,size,color,price,cogs,categoriescategory_id,segmentssegment_id
943,HanoiStreet UC-06,XL,blue,8063.37,7660.201499999999,4,4
944,HanoiStreet UC-07,S,white,8971.2,4491.8798400000005,4,4
945,HanoiStreet UC-08,M,purple,8241.386433389545,7829.317111720067,4,4
946,HanoiStreet UC-09,L,green,8360.990689655173,4980.642153827586,4,4
947,HanoiStreet UC-10,XL,silver,8472.12,7214.857392000001,4,4
948,HanoiStreet UC-11,S,pink,9063.348260869563,5344.656469434784,4,4
949,HanoiStreet UC-12,M,yellow,15434.37,14662.6515,4,4
950,HanoiStreet UC-13,L,red,17009.37,10601.940321,4,4
951,HanoiStreet UC-14,XL,black,59.51685248967167,34.956088420323645,4,4
952,HanoiStreet UC-15,S,orange,3321.4462564991336,3155.3739436741766,4,4
953,HanoiStreet UC-16,M,blue,30.25584774884125,17.459877222806806,4,4
954,HanoiStreet UC-17,L,white,8325.9412900097,7430.902601333657,4,4
955,HanoiStreet UC-18,XL,purple,9605.663617021277,6085.187901382978,4,4
956,HanoiStreet UC-19,S,green,9913.23,9417.5685,4,4
957,HanoiStreet UC-20,M,silver,9761.416875,6531.3640310625005,4,4
958,HanoiStreet UC-21,L,pink,8992.782371134022,5238.295731185568,4,4
959,HanoiStreet UC-22,XL,yellow,10276.115901639345,6593.155962491804,4,4
960,HanoiStreet UC-23,S,red,34.02213294761335,20.90319692901535,4,4
961,HanoiStreet UC-24,M,black,18.72951694189724,11.066773676274895,4,4
962,HanoiStreet UC-25,L,orange,5887.006363636364,5592.656045454545,4,4
963,HanoiStreet UC-26,XL,blue,5122.755359042553,2717.10944243617,4,4
964,HanoiStreet UC-27,S,white,3906.510139211137,2223.9762222529,4,4
965,HanoiStreet UC-28,M,purple,6039.659921465968,3816.461104374345,4,4
966,HanoiStreet UC-29,L,green,5858.236646507408,3333.336651862716,4,4
967,HanoiStreet UC-30,XL,silver,8161.481464968154,6491.642357235669,4,4
968,HanoiStreet UC-31,S,pink,8354.878474576273,7937.134550847459,4,4
969,HanoiStreet UC-32,M,yellow,5039.37,3478.6771110000004,4,4
970,HanoiStreet UC-33,L,red,26.6355532099264,14.717172228159244,4,4
971,HanoiStreet UC-34,XL,black,15434.37,14662.6515,4,4
972,HanoiStreet UC-35,S,orange,8000.37,5880.27195,4,4
973,HanoiStreet UC-36,M,blue,7486.731672597865,4697.92412455516,4,4
974,HanoiStreet UC-37,L,white,8151.269169550173,6372.662236754326,4,4
975,HanoiStreet UC-38,XL,purple,8846.74,8404.403,4,4
976,HanoiStreet UC-39,S,green,3962.158343558282,3764.050426380368,4,4
977,HanoiStreet UC-40,M,silver,5978.196828266228,4912.882153469187,4,4
978,HanoiStreet UC-41,L,pink,9462.733636363637,7198.301477181818,4,4
979,HanoiStreet UC-42,XL,yellow,4727.334705882353,4490.967970588235,4,4
980,HanoiStreet UC-43,S,red,4989.868578947368,4740.37515,4,4
981,HanoiStreet UC-44,M,black,2032.929931253305,1931.28343469064,4,4
982,HanoiStreet UC-45,L,orange,17194.14653631285,15180.711976910614,4,4
983,HanoiStreet UC-46,XL,blue,5354.37,5086.6515,4,4
984,HanoiStreet UC-47,S,white,34.617835837670064,19.5803762088434,4,4
985,HanoiStreet UC-48,M,purple,9262.49837837838,5465.800293081082,4,4
986,HanoiStreet UC-49,L,green,4409.37,2725.431597,4,4
987,HanoiStreet UC-50,XL,silver,20.896936494805555,12.9894776919699,4,4
988,HanoiStreet UC-51,S,pink,38.48540995794976,23.70287128042441,4,4
989,HanoiStreet UC-52,M,yellow,5262.4712658227845,2638.603092683544,4,4
990,HanoiStreet UC-53,L,red,5403.094003466204,3895.0904670987866,4,4
991,HanoiStreet UC-54,XL,black,26.042882961841165,14.394151405162956,4,4
992,HanoiStreet UC-55,S,orange,3453.456099585062,2504.7917090290457,4,4
993,HanoiStreet UC-56,M,blue,4262.353834196891,3732.117017222798,4,4
994,HanoiStreet UC-57,L,white,5821.2,3037.50216,4,4
995,HanoiStreet UC-58,XL,purple,7071.587821782178,6718.008430693069,4,4
996,HanoiStreet UC-59,S,green,8557.10595505618,6923.554428235956,4,4
997,HanoiStreet UC-60,M,silver,9456.745,7530.4060435,4,4
998,HanoiStreet UC-61,L,pink,8613.57,5197.428138000001,4,4
999,HanoiStreet UC-62,XL,yellow,9245.030869565218,5388.9284938695655,4,4
1029,MekongStyle UC-01,M,yellow,14486.85,13762.5075,4,4
1030,MekongStyle UC-02,L,red,29.468517794501352,16.86180384735625,4,4
1031,MekongStyle UC-03,XL,black,12596.85,11885.127975,4,4
1032,MekongStyle UC-04,S,orange,26.03176062726932,14.918996724175685,4,4
1033,MekongStyle UC-05,M,blue,12136.393255813957,8029.437778046513,4,4
1034,MekongStyle UC-06,L,white,10885.35,10341.0825,4,4
1035,MekongStyle UC-07,XL,purple,14486.85,12723.800355,4,4
1036,MekongStyle UC-08,S,green,69.47113022348645,42.87683645159384,4,4
1037,MekongStyle UC-09,M,silver,17006.85,13571.466299999998,4,4
1038,MekongStyle UC-10,L,pink,32.93714703716061,18.18035175845804,4,4
1039,MekongStyle UC-11,XL,yellow,21.6913947894699,12.156093169488374,4,4
1040,MekongStyle UC-12,S,red,13324.978153846156,9943.0986984,4,4
1041,MekongStyle UC-13,M,black,11954.96320754717,6095.835739528302,4,4
1042,MekongStyle UC-14,L,orange,14486.85,11301.191685,4,4
1199,MekongFit UC-01,XL,yellow,1637.37,1262.248533,4,4
1200,MekongFit UC-02,S,red,1243.935,895.2600195,4,4
1201,MekongFit UC-03,M,black,6929.37,6443.621163,4,4
1202,MekongFit UC-04,L,orange,7253.09891566265,6218.081700397591,4,4
1203,MekongFit UC-05,XL,blue,3885.7044481605353,3634.6879408093646,4,4
1204,MekongFit UC-06,S,white,4808.37,4567.9515,4,4
1205,MekongFit UC-07,M,purple,4409.37,3289.39002,4,4
1206,MekongFit UC-08,L,green,6110.37,5286.081087,4,4
1207,MekongFit UC-09,XL,silver,8323.85076923077,7907.658230769231,4,4
1208,MekongFit UC-10,S,pink,46.01732540609539,28.990528853171263,4,4
1209,MekongFit UC-11,M,yellow,20.32115659247737,11.539459529498265,4,4
1210,MekongFit UC-12,L,red,7044.87,6692.626499999999,4,4
1211,MekongFit UC-13,XL,black,8670.87,8237.326500000001,4,4
1212,MekongFit UC-14,S,orange,4947.391856581533,3803.060120154224,4,4
1213,MekongFit UC-15,M,blue,6198.434516129032,4649.445730548388,4,4
1214,MekongFit UC-16,L,white,8189.370000000001,4614.709995,4,4
1215,MekongFit UC-17,XL,purple,4138.55297271872,2641.63836248636,4,4
1216,MekongFit UC-18,S,green,36.0009539962887,22.15047295796197,4,4
1217,MekongFit UC-19,M,silver,7001.426663168941,5863.694830403987,4,4
1218,MekongFit UC-20,L,pink,15.121717422544467,8.677117853389895,4,4
1219,MekongFit UC-21,XL,yellow,19.46709453458012,10.900485493368713,4,4
1220,MekongFit UC-22,S,red,7693.690754716981,5870.286045849057,4,4
1221,MekongFit UC-23,M,black,9335.13,8663.00064,4,4
1222,MekongFit UC-24,L,orange,35.82852967556213,20.57694152770872,4,4
1223,MekongFit UC-25,XL,blue,4751.004708205353,4513.454472795085,4,4
1224,MekongFit UC-26,S,white,44.49543643977257,27.68624827776821,4,4
1225,MekongFit UC-27,M,purple,2511.495,2353.773114,4,4
1226,MekongFit UC-28,L,green,6689.096277372263,5573.355018306569,4,4
1227,MekongFit UC-29,XL,silver,3803.996185958254,3196.497995060721,4,4
1228,MekongFit UC-30,S,pink,1644.4317128463476,1030.2364680982369,4,4
1229,MekongFit UC-31,M,yellow,3180.5832888349514,2331.049492387136,4,4
1230,MekongFit UC-32,L,red,5786.595352112676,3670.437431845072,4,4
1231,MekongFit UC-33,XL,black,9063.754615384616,7768.5440808461535,4,4
1232,MekongFit UC-34,S,orange,4566.726164383562,4338.389856164384,4,4
1689,NamStyle UC-01,M,yellow,2708.37,1355.268348,4,4
1795,SaigonCore UC-01,XL,purple,6835.118181818181,5533.711679999999,4,4
1796,SaigonCore UC-02,S,green,9002.7,7059.017070000001,4,4
1797,SaigonCore UC-03,M,silver,5696.857894736842,3744.544694210525,4,4
1798,SaigonCore UC-04,L,pink,8498.7,5991.583500000001,4,4
1799,SaigonCore UC-05,XL,yellow,9443.7,8971.515,4,4
1800,SaigonCore UC-06,S,red,7633.08,7251.425999999999,4,4
1801,SaigonCore UC-07,M,black,9474.183870967743,7096.16371935484,4,4
1802,SaigonCore UC-08,L,orange,8498.7,7093.864890000001,4,4
1803,SaigonCore UC-09,XL,blue,5351.85,4369.2503400000005,4,4
1804,SaigonCore UC-10,S,white,8096.862162162162,5747.152762702703,4,4
1805,SaigonCore UC-11,M,purple,5532.45,3212.1404700000003,4,4
1882,BambooCraft UC-01,L,orange,35.46503609707341,22.54050046634314,4,4
1883,BambooCraft UC-02,XL,blue,9147.14027027027,8689.783256756757,4,4
1884,BambooCraft UC-03,S,white,10289.225985037408,8385.719177805486,4,4
1885,BambooCraft UC-04,M,purple,10079.37,8501.948595000002,4,4
1886,BambooCraft UC-05,L,green,10602.988421052632,8157.939291157894,4,4
1887,BambooCraft UC-06,XL,silver,31.61844608161177,20.01517154725592,4,4
1888,BambooCraft UC-07,S,pink,10940.58,10050.016788,4,4
1889,BambooCraft UC-08,M,yellow,8251.836923076922,7839.245076923075,4,4
1890,BambooCraft UC-09,L,red,29.35780741888176,17.312837837634,4,4
1891,BambooCraft UC-10,XL,black,8630.37,5459.572062000001,4,4
1892,BambooCraft UC-11,S,orange,10488.371582278482,9963.953003164555,4,4
1893,BambooCraft UC-12,M,blue,8686.73842105263,7189.144717263159,4,4
1894,BambooCraft UC-13,L,white,8725.29,4900.122864000001,4,4
1895,BambooCraft UC-14,XL,purple,9014.516341463415,8563.790524390244,4,4
1896,BambooCraft UC-15,S,green,8833.75888888889,7271.950317333333,4,4
1897,BambooCraft UC-16,M,silver,8661.21827586207,4709.104376586208,4,4
1898,BambooCraft UC-17,L,pink,12242.036896551725,11629.935051724138,4,4
1899,BambooCraft UC-18,XL,yellow,11430.57895522388,10859.050007462683,4,4
1900,BambooCraft UC-19,S,red,18.330955787804072,11.306689593388796,4,4
1901,BambooCraft UC-20,M,black,9899.9325,9404.935875,4,4
1902,BambooCraft UC-21,L,orange,19529.37,16287.49458,4,4
1903,BambooCraft UC-22,XL,blue,9629.856486486486,9148.36366216216,4,4
1904,BambooCraft UC-23,S,white,8222.527894736842,5716.301392421053,4,4
1905,BambooCraft UC-24,M,purple,11412.145352112677,8450.693633239436,4,4
1906,BambooCraft UC-25,L,green,8808.87,7972.027350000001,4,4
1907,BambooCraft UC-26,XL,silver,12729.083973799128,6993.358735205241,4,4
2066,UrbanVN UC-01,L,green,4537.142983114447,3082.081228429644,4,4
2067,UrbanVN UC-02,XL,silver,6547.54571884984,6220.168432907348,4,4
2068,UrbanVN UC-03,S,pink,24.830241277312545,14.165613653845371,4,4
2069,UrbanVN UC-04,M,yellow,6299.37,5984.4015,4,4
2070,UrbanVN UC-05,L,red,6299.110953947368,5095.98076174342,4,4
2071,UrbanVN UC-06,XL,black,4194.771265822785,2699.7547866835444,4,4
2072,UrbanVN UC-07,S,orange,27.54289180542567,15.95600411474264,4,4
2073,UrbanVN UC-08,M,blue,4327.885273311897,4111.491009646303,4,4
2074,UrbanVN UC-09,L,white,4031.37,2954.1879360000003,4,4
2075,UrbanVN UC-10,XL,purple,5543.37,4112.626203,4,4
2076,UrbanVN UC-11,S,green,8618.809655172414,8187.869172413792,4,4
2077,UrbanVN UC-12,M,silver,4480.875720823799,2845.356082723112,4,4
2078,UrbanVN UC-13,L,pink,6929.37,4147.227945,4,4
2079,UrbanVN UC-14,XL,yellow,6564.18724137931,6235.977879310344,4,4
2080,UrbanVN UC-15,S,red,6929.37,3718.992879,4,4
2081,UrbanVN UC-16,M,black,2708.37,2432.11626,4,4
2082,UrbanVN UC-17,L,orange,4066.0944094488186,3089.418532299212,4,4
2083,UrbanVN UC-18,XL,blue,3872.079591474245,3180.913384396092,4,4
2084,UrbanVN UC-19,S,white,8001.930483870968,7425.791489032258,4,4
2085,UrbanVN UC-20,M,purple,8000.37,7600.3515,4,4
2086,UrbanVN UC-21,L,green,2916.6541918294847,2528.4475188969805,4,4
2087,UrbanVN UC-22,XL,silver,8712.525405405406,7795.096480216216,4,4
2088,UrbanVN UC-23,S,pink,7055.37,6285.629133,4,4
2089,UrbanVN UC-24,M,yellow,9449.37,5547.725127000001,4,4
2090,UrbanVN UC-25,L,red,4301.704266090053,3533.8500545929787,4,4
2091,UrbanVN UC-26,XL,black,2019.996121076233,1168.1637568183855,4,4
2092,UrbanVN UC-27,S,orange,4099.841652593486,3894.849569963812,4,4
2093,UrbanVN UC-28,M,blue,5324.792535211268,3625.118757971831,4,4
2094,UrbanVN UC-29,L,white,5259.781764705882,4996.792676470587,4,4
2095,UrbanVN UC-30,XL,purple,50.54423484959421,32.32978997882029,4,4
2096,UrbanVN UC-31,S,green,37.99472429809594,20.946498813866302,4,4
2171,PhoenixWear UC-01,XL,black,5395.671662707839,3942.077716774347,4,4
2172,PhoenixWear UC-02,S,orange,16.359093790389007,9.137385792326617,4,4
2173,PhoenixWear UC-03,M,blue,9084.633157894736,6667.212274578948,4,4
2174,PhoenixWear UC-04,L,white,5039.37,2880.503892,4,4
2175,PhoenixWear UC-05,XL,purple,5666.85,3381.409395,4,4
2176,PhoenixWear UC-06,S,green,8819.37,7504.401933000001,4,4
2177,PhoenixWear UC-07,M,silver,7876.33875,5431.523202,4,4
2178,PhoenixWear UC-08,L,pink,10331.37,9814.8015,4,4
2179,PhoenixWear UC-09,XL,yellow,9154.692580645162,7143.40662067742,4,4
2180,PhoenixWear UC-10,S,red,5147.283148371532,4889.918990952955,4,4
2181,PhoenixWear UC-11,M,black,9449.37,8976.9015,4,4
2182,PhoenixWear UC-12,L,orange,9449.37,8976.9015,4,4
2183,PhoenixWear UC-13,XL,blue,8685.852954545455,8251.56030681818,4,4
2184,PhoenixWear UC-14,S,white,10003.168713136727,9503.010277479892,4,4
2185,PhoenixWear UC-15,M,purple,10064.304782608697,6988.653241043479,4,4
2186,PhoenixWear UC-16,L,green,5332.6458620689655,4611.672141517241,4,4
2353,VietMotion UC-01,M,blue,5207.482449799197,4504.993067321285,4,4
2354,VietMotion UC-02,L,white,4403.300272479564,4183.135258855586,4,4
2355,VietMotion UC-03,XL,purple,7179.426821292776,5081.598304111027,4,4
